user_id,signup_date,country,age,gender,platform,acquisition_channel
U000246,2023-01-05,TW,16,F,iOS,paid_search
U000247,2023-01-05,SG,29,F,iOS,organic
U000248,2023-01-05,JP,34,M,iOS,organic
U000249,2023-01-05,TW,28,F,Web,organic
U000250,2023-01-05,ID,30,M,Web,paid_social
U000251,2023-01-05,JP,16,F,Android,organic
U000252,2023-01-05,TW,31,F,Android,organic
U000253,2023-01-05,TH,33,M,iOS,email_campaign
U000254,2023-01-05,MY,34,M,iOS,referral
U000255,2023-01-05,SG,18,M,iOS,email_campaign
U000256,2023-01-05,TW,16,F,iOS,organic
U000257,2023-01-05,ID,39,M,Web,referral
U000258,2023-01-05,JP,21,F,iOS,organic
U000259,2023-01-05,MY,24,F,iOS,organic
U000260,2023-01-05,TW,44,F,iOS,paid_search
U000261,2023-01-05,TW,33,M,Android,organic
U000262,2023-01-05,HK,22,M,iOS,organic
U000263,2023-01-05,HK,16,F,Android,organic
U000264,2023-01-05,HK,31,F,Android,organic
U000265,2023-01-05,HK,40,F,Web,paid_search
U000266,2023-01-05,TW,40,F,Android,organic
U000267,2023-01-05,TW,34,M,iOS,organic
U000268,2023-01-05,TW,48,F,Web,organic
U000269,2023-01-05,TW,34,F,Android,referral
U000270,2023-01-05,HK,35,M,iOS,organic
U000271,2023-01-05,SG,31,M,Web,organic
U000272,2023-01-05,TH,49,Other,Android,email_campaign
U000273,2023-01-05,TW,20,M,iOS,email_campaign
U000274,2023-01-05,TH,26,F,iOS,paid_search
U000275,2023-01-05,MY,48,M,iOS,referral
U000276,2023-01-05,TW,22,M,Web,referral
U000277,2023-01-05,TW,24,M,Web,paid_search
U000278,2023-01-05,TW,37,F,Android,paid_social
U000279,2023-01-05,TW,31,F,Android,organic
U000280,2023-01-05,TW,46,M,iOS,organic
U000281,2023-01-05,ID,28,F,iOS,organic
U000282,2023-01-05,Other,38,F,Web,email_campaign
U000283,2023-01-05,TW,37,M,Android,paid_social
U000284,2023-01-05,TW,19,F,Web,email_campaign
U000285,2023-01-05,Other,37,F,iOS,email_campaign
U000286,2023-01-05,JP,25,M,Android,paid_social
U000287,2023-01-05,TW,47,F,iOS,paid_search
U000288,2023-01-05,HK,36,F,iOS,organic
U000289,2023-01-05,TW,41,F,iOS,paid_search
U000290,2023-01-05,TW,22,F,Android,paid_social
U000291,2023-01-05,TW,40,Other,iOS,organic
U000292,2023-01-05,HK,31,M,Android,referral
U000293,2023-01-05,PH,16,F,iOS,referral
U000294,2023-01-05,HK,31,F,iOS,paid_social
U000295,2023-01-05,PH,33,M,iOS,organic
U000296,2023-01-05,TW,23,F,iOS,organic
U000297,2023-01-06,MY,52,F,Android,email_campaign
U000298,2023-01-06,HK,17,F,Web,organic
U000299,2023-01-06,HK,31,F,iOS,referral
U000300,2023-01-06,TW,48,M,Android,paid_search
U000301,2023-01-06,TW,16,F,Android,organic
U000302,2023-01-06,JP,34,F,Android,organic
U000303,2023-01-06,ID,16,M,iOS,organic
U000304,2023-01-06,TH,36,M,iOS,organic
U000305,2023-01-06,TW,18,M,iOS,paid_social
U000306,2023-01-06,Other,22,M,Android,paid_search
U000307,2023-01-06,ID,16,M,Android,referral
U000308,2023-01-06,TW,26,M,Web,referral
U000309,2023-01-06,Other,27,F,Android,referral
U000310,2023-01-06,SG,47,F,iOS,organic
U000311,2023-01-06,MY,39,M,Android,referral
U000312,2023-01-06,TW,17,F,Android,referral
U000313,2023-01-06,PH,38,F,Android,organic
U000314,2023-01-06,JP,41,F,Android,referral
U000315,2023-01-06,TH,27,M,Web,organic
U000316,2023-01-06,JP,21,F,Android,referral
U000317,2023-01-06,SG,22,F,Android,email_campaign
U000318,2023-01-06,TW,29,F,iOS,organic
U000319,2023-01-06,Other,17,F,Android,paid_search
U000320,2023-01-06,Other,22,M,Android,paid_social
U000321,2023-01-06,ID,37,F,iOS,paid_search
U000322,2023-01-06,ID,27,M,iOS,organic
U000323,2023-01-06,ID,43,M,Android,organic
U000324,2023-01-06,TH,28,F,iOS,paid_social
U000325,2023-01-06,TW,16,M,iOS,paid_search
U000326,2023-01-06,HK,37,F,iOS,paid_search
U000327,2023-01-06,TH,27,F,iOS,organic
U000328,2023-01-06,HK,16,F,Android,organic
U000329,2023-01-06,MY,29,F,iOS,paid_search
U000330,2023-01-06,TW,19,M,Web,organic
U000331,2023-01-06,SG,30,F,Android,organic
U000332,2023-01-06,HK,19,M,iOS,paid_social
U000333,2023-01-06,SG,23,F,Web,organic
U000334,2023-01-06,TW,22,M,Web,paid_search
U000335,2023-01-06,TW,49,F,iOS,organic
U000336,2023-01-06,Other,46,M,Android,organic
U000337,2023-01-06,MY,21,F,Android,paid_search
U000338,2023-01-06,TW,23,M,Web,email_campaign
U000339,2023-01-06,ID,36,F,Android,referral
U000340,2023-01-06,TW,17,F,iOS,paid_social
U000341,2023-01-06,PH,31,M,Android,paid_social
U000342,2023-01-06,TW,29,M,Android,email_campaign
U000343,2023-01-06,JP,31,M,Android,organic
U000344,2023-01-06,TW,41,F,Android,paid_search
U000345,2023-01-06,TW,27,M,Web,paid_search
U000346,2023-01-06,TW,35,M,iOS,referral
U000347,2023-01-06,TW,32,F,Android,organic
U000348,2023-01-06,TW,25,F,Android,paid_search
U000349,2023-01-07,TH,33,M,Android,referral
U000350,2023-01-07,JP,40,F,iOS,referral
U000351,2023-01-07,PH,43,M,iOS,organic
U000352,2023-01-07,JP,56,F,Android,referral
U000353,2023-01-07,TW,26,M,Android,paid_search
U000354,2023-01-07,TW,50,F,iOS,email_campaign
U000355,2023-01-07,TW,25,M,Android,paid_social
U000356,2023-01-07,TW,16,F,iOS,referral
U000357,2023-01-07,TW,30,M,iOS,paid_search
U000358,2023-01-07,ID,30,F,Android,paid_search
U000359,2023-01-07,TW,22,F,Android,organic
U000360,2023-01-07,HK,24,F,Android,organic
U000361,2023-01-07,PH,31,M,Android,organic
U000362,2023-01-07,ID,36,M,iOS,email_campaign
U000363,2023-01-07,SG,27,F,Android,paid_social
U000364,2023-01-07,JP,29,M,Android,referral
U000365,2023-01-07,JP,38,M,iOS,organic
U000366,2023-01-07,TW,23,F,Android,organic
U000367,2023-01-07,TW,20,M,iOS,paid_social
U000368,2023-01-07,MY,17,M,iOS,paid_social
U000369,2023-01-07,TW,43,M,Android,organic
U000370,2023-01-07,JP,37,F,iOS,paid_social
U000371,2023-01-07,HK,26,F,iOS,paid_social
U000372,2023-01-07,TW,42,M,iOS,paid_search
U000373,2023-01-07,TW,41,M,Android,paid_search
U000374,2023-01-07,TW,23,F,iOS,paid_social
U000375,2023-01-07,SG,33,M,iOS,paid_social
U000376,2023-01-07,SG,42,F,Android,paid_search
U000377,2023-01-07,SG,43,M,iOS,referral
U000378,2023-01-07,ID,26,M,iOS,referral
U000379,2023-01-07,TH,32,M,Web,organic
U000380,2023-01-07,SG,33,F,iOS,organic
U000381,2023-01-07,TW,45,M,Web,paid_search
U000382,2023-01-07,HK,22,M,iOS,paid_social
U000383,2023-01-07,TW,26,F,Android,organic
U000384,2023-01-07,TW,16,M,Android,paid_search
U000385,2023-01-07,TW,28,F,iOS,paid_social
U000386,2023-01-07,MY,39,F,Android,referral
U000387,2023-01-07,SG,37,F,Android,referral
U000388,2023-01-07,TW,24,F,Android,organic
U000389,2023-01-07,JP,49,F,Android,referral
U000390,2023-01-07,TW,43,M,Android,paid_search
U000391,2023-01-07,TW,22,M,Android,organic
U000392,2023-01-07,SG,25,M,iOS,referral
U000393,2023-01-07,HK,38,F,iOS,paid_search
U000394,2023-01-07,TW,43,F,Android,paid_search
U000395,2023-01-07,TW,38,M,Android,organic
U000396,2023-01-08,JP,23,F,Android,organic
U000397,2023-01-08,TW,35,M,Android,referral
U000398,2023-01-08,TW,27,M,Web,organic
U000399,2023-01-08,SG,33,M,Web,organic
U000400,2023-01-08,HK,30,F,Web,referral
U000401,2023-01-08,ID,37,M,iOS,referral
U000402,2023-01-08,HK,17,F,Android,email_campaign
U000403,2023-01-08,Other,22,M,iOS,referral
U000404,2023-01-08,SG,30,M,Android,referral
U000405,2023-01-08,TW,39,F,iOS,organic
U000406,2023-01-08,MY,46,F,Android,referral
U000407,2023-01-08,MY,34,F,Android,referral
U000408,2023-01-08,HK,33,M,Android,paid_search
U000409,2023-01-08,PH,36,M,Web,referral
U000410,2023-01-08,MY,16,F,Android,email_campaign
U000411,2023-01-08,TW,52,F,iOS,paid_search
U000412,2023-01-08,TW,27,F,Android,email_campaign
U000413,2023-01-08,MY,25,F,Android,paid_search
U000414,2023-01-08,JP,28,M,Android,organic
U000415,2023-01-08,TW,48,F,Android,referral
U000416,2023-01-08,SG,41,F,iOS,email_campaign
U000417,2023-01-08,SG,36,F,Android,organic
U000418,2023-01-08,TW,30,M,Android,organic
U000419,2023-01-08,MY,21,F,Web,organic
U000420,2023-01-08,JP,39,M,Android,organic
U000421,2023-01-08,TW,35,Other,Android,email_campaign
U000422,2023-01-08,TW,41,M,iOS,referral
U000423,2023-01-08,TH,30,M,iOS,email_campaign
U000424,2023-01-08,HK,25,M,iOS,organic
U000425,2023-01-08,TW,32,M,Android,organic
U000426,2023-01-08,TW,37,M,iOS,organic
U000427,2023-01-08,HK,28,M,Android,organic
U000428,2023-01-08,HK,34,F,iOS,organic
U000429,2023-01-08,SG,38,F,iOS,organic
U000430,2023-01-08,SG,16,M,Android,paid_search
U000431,2023-01-08,SG,32,M,Android,organic
U000432,2023-01-08,HK,24,M,Android,organic
U000433,2023-01-08,JP,27,M,Android,paid_social
U000434,2023-01-08,Other,36,F,iOS,referral
U000435,2023-01-08,SG,32,F,Android,organic
U000436,2023-01-08,ID,50,M,iOS,organic
U000437,2023-01-08,TH,23,F,iOS,paid_social
U000438,2023-01-08,SG,23,F,Android,paid_social
U000439,2023-01-08,SG,47,M,Android,organic
U000440,2023-01-08,TW,21,M,iOS,organic
U000441,2023-01-08,TW,21,M,Android,referral
U000442,2023-01-08,TW,35,F,Android,organic
U000443,2023-01-08,TW,21,M,Web,referral
U000444,2023-01-08,TW,39,M,Web,organic
U000445,2023-01-08,MY,26,M,iOS,referral
U000446,2023-01-09,SG,37,F,iOS,organic
U000447,2023-01-09,TW,35,M,Android,organic
U000448,2023-01-09,TW,31,F,Android,referral
U000449,2023-01-09,Other,27,F,iOS,paid_search
U000450,2023-01-09,TW,46,M,Android,organic
U000451,2023-01-09,PH,38,M,iOS,paid_search
U000452,2023-01-09,HK,48,F,iOS,paid_social
U000453,2023-01-09,HK,27,F,iOS,organic
U000454,2023-01-09,HK,36,F,iOS,organic
U000455,2023-01-09,TW,25,F,Android,referral
U000456,2023-01-09,HK,40,M,iOS,referral
U000457,2023-01-09,SG,25,M,iOS,referral
U000458,2023-01-09,JP,40,F,iOS,email_campaign
U000459,2023-01-09,JP,41,F,Web,paid_search
U000460,2023-01-09,TW,28,M,Web,referral
U000461,2023-01-09,JP,41,Other,iOS,organic
U000462,2023-01-09,TW,47,M,iOS,organic
U000463,2023-01-09,TH,39,M,iOS,organic
U000464,2023-01-09,MY,31,M,Web,organic
U000465,2023-01-09,SG,23,F,Android,paid_social
U000466,2023-01-09,SG,16,F,Android,referral
U000467,2023-01-09,TW,23,M,Web,referral
U000468,2023-01-09,ID,50,M,Android,referral
U000469,2023-01-09,TW,27,M,Android,organic
U000470,2023-01-09,JP,22,F,iOS,organic
U000471,2023-01-09,TW,16,M,iOS,paid_social
U000472,2023-01-09,ID,36,M,Android,paid_social
U000473,2023-01-09,PH,35,F,Web,paid_search
U000474,2023-01-09,HK,45,M,Android,organic
U000475,2023-01-09,TW,21,M,Web,referral
U000476,2023-01-09,TW,57,F,Android,organic
U000477,2023-01-09,MY,23,M,Android,organic
U000478,2023-01-09,PH,33,F,Web,organic
U000479,2023-01-09,Other,16,M,iOS,organic
U000480,2023-01-09,HK,24,M,Android,paid_search
U000481,2023-01-09,SG,43,F,Android,organic
U000482,2023-01-09,HK,28,F,iOS,organic
U000483,2023-01-09,TW,17,F,iOS,organic
U000484,2023-01-09,TH,16,F,iOS,organic
U000485,2023-01-09,HK,26,F,iOS,paid_social
U000486,2023-01-09,HK,27,M,Android,paid_social
U000487,2023-01-09,SG,29,M,iOS,email_campaign
U000488,2023-01-09,PH,34,F,iOS,paid_search
U000489,2023-01-09,SG,44,F,Android,organic
U000490,2023-01-09,TW,29,M,iOS,organic
U000491,2023-01-09,JP,21,M,iOS,paid_social
U000492,2023-01-09,TH,35,M,iOS,organic
U000493,2023-01-09,ID,17,F,Android,organic
U000494,2023-01-09,TW,36,F,Web,email_campaign
U000495,2023-01-09,MY,20,F,Android,referral
U000496,2023-01-09,HK,50,F,Android,paid_search
U000497,2023-01-09,TH,45,M,iOS,organic
U000498,2023-01-09,TW,34,F,Android,referral
U000499,2023-01-09,HK,16,M,iOS,paid_social
U000500,2023-01-09,Other,40,F,iOS,organic
U000501,2023-01-09,HK,43,F,iOS,paid_search
U000502,2023-01-09,TW,38,Other,iOS,referral
U000503,2023-01-09,MY,25,F,iOS,paid_search
U000504,2023-01-09,TW,36,M,Android,paid_search
U000505,2023-01-09,TW,23,F,Web,paid_social
U000506,2023-01-09,HK,20,M,iOS,organic
U000507,2023-01-09,MY,28,M,Android,paid_search
U000508,2023-01-09,TW,26,M,Android,email_campaign
U000509,2023-01-10,HK,16,M,Android,referral
U000510,2023-01-10,TH,46,M,iOS,organic
U000511,2023-01-10,HK,33,M,Android,paid_search
U000512,2023-01-10,ID,37,M,Android,organic
U000513,2023-01-10,HK,37,M,iOS,organic
U000514,2023-01-10,PH,37,M,Android,referral
U000515,2023-01-10,ID,16,M,iOS,organic
U000516,2023-01-10,TW,22,F,Android,paid_social
U000517,2023-01-10,TW,28,M,iOS,referral
U000518,2023-01-10,TW,26,M,iOS,paid_search
U000519,2023-01-10,TW,19,F,Web,paid_search
U000520,2023-01-10,TW,40,M,iOS,organic
U000521,2023-01-10,TH,42,M,iOS,paid_search
U000522,2023-01-10,HK,38,F,iOS,referral
U000523,2023-01-10,Other,41,F,iOS,organic
U000524,2023-01-10,MY,35,M,Android,paid_social
U000525,2023-01-10,SG,29,F,Android,organic
U000526,2023-01-10,SG,37,F,iOS,referral
U000527,2023-01-10,TW,23,F,iOS,referral
U000528,2023-01-10,TW,26,M,Web,referral
U000529,2023-01-10,ID,44,F,Android,paid_search
U000530,2023-01-10,SG,21,M,iOS,paid_search
U000531,2023-01-10,TW,22,F,Android,referral
U000532,2023-01-10,TW,40,M,Android,organic
U000533,2023-01-10,TW,24,M,Web,referral
U000534,2023-01-10,HK,45,M,iOS,organic
U000535,2023-01-10,TW,22,F,iOS,organic
U000536,2023-01-10,JP,52,F,iOS,organic
U000537,2023-01-10,SG,33,M,iOS,referral
U000538,2023-01-10,HK,61,F,iOS,paid_search
U000539,2023-01-10,JP,35,F,Web,organic
U000540,2023-01-10,JP,16,F,Web,referral
U000541,2023-01-10,TW,24,F,Android,organic
U000542,2023-01-10,TW,25,F,iOS,paid_search
U000543,2023-01-10,SG,24,M,Android,paid_search
U000544,2023-01-10,MY,29,M,iOS,referral
U000545,2023-01-10,TH,23,M,iOS,paid_search
U000546,2023-01-10,ID,33,F,Android,paid_social
U000547,2023-01-10,TW,16,F,iOS,paid_social
U000548,2023-01-10,TW,41,M,iOS,organic
U000549,2023-01-10,Other,47,F,Web,organic
U000550,2023-01-10,TH,16,M,iOS,paid_search
